"","individualID","uid.x","namedLocation.x","date.x","eventID.x","domainID.x","siteID.x","plotID.x","subplotID.x","tempStemID","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","changedMeasurementLocation","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","dendrometerInstallationDate","initialGapMeasurementDate","initialBandStemDiameter","initialDendrometerGap","dendrometerHeight","dendrometerGap","dendrometerCondition","bandStemDiameter","remarks.x","recordedBy.x","measuredBy.x","dataQF.x","uid.y","namedLocation.y","date.y","eventID.y","domainID.y","siteID.y","plotID.y","subplotID.y","nestedSubplotID","pointID","stemDistance","stemAzimuth","recordType","supportingStemIndividualID","previouslyTaggedAs","samplingProtocolVersion","taxonID","scientificName","taxonRank","identificationReferences","morphospeciesID","morphospeciesIDRemarks","identificationQualifier","remarks.y","measuredBy.y","recordedBy.y","dataQF.y"
"33","NEON.PLA.D01.HARV.00068","bc5a0488-9433-42e7-9922-be1501d99575","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","22.6","130",NA,"15.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"ed91ca5f-bdde-43a1-92a2-4ae594c8a75e","HARV_036.basePlot.vst","2020-08-31","vst_HARV_2020","D01","HARV","HARV_036","21",NA,"23","10.4","309.2","map and tag",NA,NA,"NEON.DOC.000987vJ","ACRU","Acer rubrum L.","species","Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",NA,NA,NA,NA,"0000-0002-3867-8015","0000-0003-4647-8125",NA
"34","NEON.PLA.D01.HARV.00068","750501a6-2fd5-4dd5-847d-fc1636db9235","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live, insect damaged","22.9","130",NA,"17.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible Gypsy moth damage.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"ed91ca5f-bdde-43a1-92a2-4ae594c8a75e","HARV_036.basePlot.vst","2020-08-31","vst_HARV_2020","D01","HARV","HARV_036","21",NA,"23","10.4","309.2","map and tag",NA,NA,"NEON.DOC.000987vJ","ACRU","Acer rubrum L.","species","Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",NA,NA,NA,NA,"0000-0002-3867-8015","0000-0003-4647-8125",NA
"35","NEON.PLA.D01.HARV.00076","f4fa3263-5257-4274-9031-1ff979597789","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","21.9","130",NA,"18.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"6114729b-1eef-4cc7-b745-d8db214ab90d","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"21","7.9","50.4",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"36","NEON.PLA.D01.HARV.00076","f9bb7a7a-f047-4414-ba33-39cbe0356634","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","22.3","130",NA,"16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"6114729b-1eef-4cc7-b745-d8db214ab90d","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"21","7.9","50.4",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"37","NEON.PLA.D01.HARV.00082","7dce41aa-5834-4fb4-a663-1437b83dba62","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live, broken bole","16.1","130",NA,"13.8",NA,"13.8","6.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"350df710-c34d-4b72-8046-bcec59d28b6e","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"21","5.6","51.2",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"38","NEON.PLA.D01.HARV.00082","c67c9af9-e771-494c-95cd-6defe2cae1a1","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Dead, broken bole","16.4","130",NA,"13.7",NA,"13.7","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown cause of death and break.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"350df710-c34d-4b72-8046-bcec59d28b6e","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"21","5.6","51.2",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"39","NEON.PLA.D01.HARV.00084","1043aefb-9228-4467-ae4e-a49d0f856769","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","small tree","Live, insect damaged","1.1","130",NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemlock wooly adelgid.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"636e82ea-5edd-4a70-9c52-87b76e724766","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21","1",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","TSCA","Tsuga canadensis (L.) Carrière","species",NA,NA,NA,NA,NA,"dcrandall@battelleecology.org","dcrandall@battelleecology.org",NA
"40","NEON.PLA.D01.HARV.00084","f8b61d9a-1d06-461f-b5e7-d00dfd68df09","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","sapling","Live, insect damaged",NA,NA,NA,"1.8",NA,NA,NA,NA,NA,NA,NA,"4.1","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemlock woolly adelgid","rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"636e82ea-5edd-4a70-9c52-87b76e724766","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21","1",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","TSCA","Tsuga canadensis (L.) Carrière","species",NA,NA,NA,NA,NA,"dcrandall@battelleecology.org","dcrandall@battelleecology.org",NA
"41","NEON.PLA.D01.HARV.00085","45c13c43-b80c-44f4-a79d-5b3b862cc2e6","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","small tree","Dead, broken bole","4.3","130",NA,"3.6",NA,"3.6","2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown cause of break and death. Primary of 2 boles","0000-0002-9299-545X","0000-0001-6093-9384",NA,"a3b2d26b-f04d-4118-bae1-2a7764567c5b","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21","1",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"shackley@battelleecology.org","dcrandall@battelleecology.org",NA
"42","NEON.PLA.D01.HARV.00085","6d4f0f5e-bc4e-49f5-a93d-f5a9173493bc","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","small tree","Live","1.4","130",NA,"4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"a3b2d26b-f04d-4118-bae1-2a7764567c5b","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21","1",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"shackley@battelleecology.org","dcrandall@battelleecology.org",NA
"43","NEON.PLA.D01.HARV.00085","69ed688b-aeb4-45b3-8c21-7d4a45de05d4","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","small tree","Dead, broken bole","4.3","130",NA,"4.5",NA,"4.1","3.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"a3b2d26b-f04d-4118-bae1-2a7764567c5b","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21","1",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"shackley@battelleecology.org","dcrandall@battelleecology.org",NA
"44","NEON.PLA.D01.HARV.00085","cf27d829-aa96-419e-9b90-c33e15d3dee9","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","small tree","Live","1.6","130",NA,"3.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secondary of 2 boles.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"a3b2d26b-f04d-4118-bae1-2a7764567c5b","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21","1",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"shackley@battelleecology.org","dcrandall@battelleecology.org",NA
"45","NEON.PLA.D01.HARV.00091","44d39c2a-dbc1-4d44-9572-74ed2d3f055a","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","sapling","Live",NA,NA,NA,"1.4",NA,NA,NA,NA,NA,NA,NA,"1.6","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"58fa8636-a70a-4b54-bba8-1bb146c5d638","HARV_036.basePlot.vst","2016-10-10","vst_HARV_2016","D01","HARV","HARV_036","21","1",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"mday@field-ops.org","jwebber@field-ops.org",NA
"46","NEON.PLA.D01.HARV.00091","24d20f85-9bef-413e-ac77-5d50d9fb7154","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","sapling","Live, disease damaged",NA,NA,NA,"1.4",NA,NA,NA,NA,NA,NA,NA,"1.7","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crown damaged by leaf spot disease and unknown insect.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"58fa8636-a70a-4b54-bba8-1bb146c5d638","HARV_036.basePlot.vst","2016-10-10","vst_HARV_2016","D01","HARV","HARV_036","21","1",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"mday@field-ops.org","jwebber@field-ops.org",NA
"47","NEON.PLA.D01.HARV.00092","09ead552-239c-4d7f-92e3-737bdf1777b4","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live, insect damaged","12.0","130",NA,"6.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemlock woolly adelgid","rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"7fe2c6b7-8345-469d-be6b-38f0ee0c6955","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"21","6.5","68.3",NA,NA,NA,"NEON.DOC.000987vC","TSCA","Tsuga canadensis (L.) Carrière","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"48","NEON.PLA.D01.HARV.00092","1ead6116-117c-4219-a060-1d55ba19da68","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live, insect damaged","13.3","130",NA,"4.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable Hemlock wooly adelgid damage.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"7fe2c6b7-8345-469d-be6b-38f0ee0c6955","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"21","6.5","68.3",NA,NA,NA,"NEON.DOC.000987vC","TSCA","Tsuga canadensis (L.) Carrière","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"49","NEON.PLA.D01.HARV.00096","779ea45e-9144-47e6-89b5-ca2ae4a3493f","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","25.0","130",NA,"18.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"e06bd45d-603e-46c8-9f7f-49095ca2d89c","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"23","8.4","293.4",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"50","NEON.PLA.D01.HARV.00096","67e3e0c0-2df9-4f44-967e-76c99a889838","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","25.4","130",NA,"15.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"e06bd45d-603e-46c8-9f7f-49095ca2d89c","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"23","8.4","293.4",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"51","NEON.PLA.D01.HARV.00098","a5aa63ea-9742-43ff-b61d-6dac04a489a1","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live, physically damaged","34.1","130",NA,"21.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scar on bottom of the bole","rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"c81dc426-5a70-4afa-910e-9d31b98ebfc5","HARV_036.basePlot.vst","2020-08-31","vst_HARV_2020","D01","HARV","HARV_036","21",NA,"23","9.5","324.1","map and tag",NA,NA,"NEON.DOC.000987vJ","BELE","Betula lenta L.","species","Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",NA,NA,NA,NA,"0000-0002-3867-8015","0000-0003-4647-8125",NA
"52","NEON.PLA.D01.HARV.00098","a1167ec4-2286-4777-881e-a7836a14ef8a","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","34.8","130",NA,"22.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"c81dc426-5a70-4afa-910e-9d31b98ebfc5","HARV_036.basePlot.vst","2020-08-31","vst_HARV_2020","D01","HARV","HARV_036","21",NA,"23","9.5","324.1","map and tag",NA,NA,"NEON.DOC.000987vJ","BELE","Betula lenta L.","species","Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",NA,NA,NA,NA,"0000-0002-3867-8015","0000-0003-4647-8125",NA
"53","NEON.PLA.D01.HARV.00100","5d021b99-febe-4d8c-b391-864cfc8baf5c","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok",NA,"No longer qualifies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"57f47a53-afa1-4d4f-ae9f-3425fd437ec9","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"23","6.4","298.1",NA,NA,NA,"NEON.DOC.000987vC","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"54","NEON.PLA.D01.HARV.00207","7fda7832-bee8-4ce4-ab0c-326b9d1eabbd","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"notRequired",NA,"Lost, presumed dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tag not found. Dead BEPAP found in mapped location.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"06395d2c-e716-448d-a64c-e82e905637a8","HARV_036.basePlot.vst","2014-01-17","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"61","25.7","213.6",NA,NA,NA,"NEON.DOC.000987vC","BEPA","Betula papyrifera Marshall","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"55","NEON.PLA.D01.HARV.00209","8925da41-6a74-4b81-93ad-0b5258ca0c0b","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Standing dead","18.1","130",NA,"15.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"a5dc1ceb-69ee-4bc0-b3e5-769ffdfeeed7","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"41","2.9","177.0",NA,NA,NA,"NEON.DOC.000987vC","QURU","Quercus rubra L.","species",NA,NA,NA,NA,NA,"gvanscoy@field-ops.org","llukas@battelleecology.org",NA
"56","NEON.PLA.D01.HARV.00209","f06a5200-d446-42bd-b3e0-67944db139e0","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Standing dead","18.3","130",NA,"13.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown cause of death.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"a5dc1ceb-69ee-4bc0-b3e5-769ffdfeeed7","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"41","2.9","177.0",NA,NA,NA,"NEON.DOC.000987vC","QURU","Quercus rubra L.","species",NA,NA,NA,NA,NA,"gvanscoy@field-ops.org","llukas@battelleecology.org",NA
"57","NEON.PLA.D01.HARV.00210","c6c81d3e-d52b-4647-adc5-5c382e50908f","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","43.7","130",NA,"21.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"81b5f72c-aa61-403e-a8b8-84363f360c6c","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"41","5.6","158.7",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"Ben Vierra",NA,NA
"58","NEON.PLA.D01.HARV.00210","801adfee-897d-43d2-8b3f-2e49aea2ac0f","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live, physically damaged","44.8","130",NA,"24.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minor scarring on the bole; unknown cause. Measurement height has changed in previous years.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"81b5f72c-aa61-403e-a8b8-84363f360c6c","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"41","5.6","158.7",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"Ben Vierra",NA,NA
"59","NEON.PLA.D01.HARV.00211","58547f94-f510-4181-9dbf-a550abd1ebca","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","29.0","130",NA,"17.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"f3252427-af55-4f41-adb8-3079d8af3be7","HARV_036.basePlot.vst","2014-01-17","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"61","25.4","218.0",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"60","NEON.PLA.D01.HARV.00211","f9026e05-81a2-4fe0-9957-65630549bba2","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live, physically damaged","29.7","130",NA,"19.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Large section of bole exposed and dead but crown is alive; unknown cause.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"f3252427-af55-4f41-adb8-3079d8af3be7","HARV_036.basePlot.vst","2014-01-17","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"61","25.4","218.0",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"61","NEON.PLA.D01.HARV.00223","19ddd918-a2c6-4cc0-895a-2fa2ee84fcbc","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","19.5","150",NA,"20.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"dd047af8-2aa9-4ae0-a7de-81157b6aa471","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"61","28.2","204.5",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"Carol Goranson",NA,NA
"62","NEON.PLA.D01.HARV.00223","cadcc5f9-ed1f-4f55-afe3-d36b50c28624","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","19.6","150",NA,"21.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"dd047af8-2aa9-4ae0-a7de-81157b6aa471","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"61","28.2","204.5",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"Carol Goranson",NA,NA
"63","NEON.PLA.D01.HARV.00223A","8c92f9e6-b85c-4fdd-a83e-d823ce9345fe","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","21.1","150",NA,"21.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"617c50fc-f02d-48bf-bd69-9d2553f140f9","HARV_036.basePlot.vst","2015-10-21","vst_HARV_2015","D01","HARV","HARV_036","23",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"gbreault@field-ops.org","ccahill@field-ops.org",NA
"64","NEON.PLA.D01.HARV.00223A","8a577c86-1a02-4aa3-b94e-48dabab0986b","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","18.8","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"617c50fc-f02d-48bf-bd69-9d2553f140f9","HARV_036.basePlot.vst","2015-10-21","vst_HARV_2015","D01","HARV","HARV_036","23",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"gbreault@field-ops.org","ccahill@field-ops.org",NA
"65","NEON.PLA.D01.HARV.00230","93fa27e5-249c-4af5-b13d-40b3a0686e0a","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","21.5","130",NA,"19.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"c9dfd750-23e6-44b7-9a8c-24e398f6c644","HARV_036.basePlot.vst","2014-01-17","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"61","27.0","212.5",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
"66","NEON.PLA.D01.HARV.00230","162c4873-fa18-489a-8d96-cb37685870d1","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","21.1","130",NA,"18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"c9dfd750-23e6-44b7-9a8c-24e398f6c644","HARV_036.basePlot.vst","2014-01-17","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"61","27.0","212.5",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"David Crandall",NA,NA
